PALAVRAS DA ARVORE AVL COM A QUANTIDADE DE OCORRENCIAS
PALAVRA: a                             	Qtde: 21728
PALAVRA: depends                       	Qtde: 80
PALAVRA: depression                    	Qtde: 32
PALAVRA: depths                        	Qtde: 16
PALAVRA: derivative                    	Qtde: 48
PALAVRA: derive                        	Qtde: 16
PALAVRA: derived                       	Qtde: 16
PALAVRA: descend                       	Qtde: 48
PALAVRA: descendant                    	Qtde: 16
PALAVRA: descended                     	Qtde: 32
PALAVRA: describe                      	Qtde: 96
PALAVRA: described                     	Qtde: 48
PALAVRA: description                   	Qtde: 16
PALAVRA: descriptions                  	Qtde: 32
PALAVRA: desert                        	Qtde: 32
PALAVRA: deserted                      	Qtde: 16
PALAVRA: desertion                     	Qtde: 16
PALAVRA: deserved                      	Qtde: 48
PALAVRA: deserves                      	Qtde: 16
PALAVRA: design                        	Qtde: 48
PALAVRA: designs                       	Qtde: 32
PALAVRA: desirable                     	Qtde: 16
PALAVRA: desire                        	Qtde: 96
PALAVRA: desired                       	Qtde: 32
PALAVRA: desmond                       	Qtde: 48
PALAVRA: desmonds                      	Qtde: 16
PALAVRA: desolate                      	Qtde: 32
PALAVRA: despair                       	Qtde: 16
PALAVRA: despairing                    	Qtde: 16
PALAVRA: desperate                     	Qtde: 112
PALAVRA: desperately                   	Qtde: 16
PALAVRA: despite                       	Qtde: 16
PALAVRA: destined                      	Qtde: 32
PALAVRA: destroy                       	Qtde: 64
PALAVRA: destruction                   	Qtde: 16
PALAVRA: detach                        	Qtde: 32
PALAVRA: detaching                     	Qtde: 16
PALAVRA: detail                        	Qtde: 16
PALAVRA: detailed                      	Qtde: 16
PALAVRA: details                       	Qtde: 80
PALAVRA: detection                     	Qtde: 16
PALAVRA: detective                     	Qtde: 144
PALAVRA: detectives                    	Qtde: 16
PALAVRA: determine                     	Qtde: 16
PALAVRA: determined                    	Qtde: 48
PALAVRA: developing                    	Qtde: 16
PALAVRA: development                   	Qtde: 32
PALAVRA: device                        	Qtde: 32
PALAVRA: devil                         	Qtde: 128
PALAVRA: devilish                      	Qtde: 32
PALAVRA: devils                        	Qtde: 32
PALAVRA: devon                         	Qtde: 64
PALAVRA: devonshire                    	Qtde: 224
PALAVRA: devote                        	Qtde: 32
PALAVRA: devoted                       	Qtde: 32
PALAVRA: dewlap                        	Qtde: 16
PALAVRA: dexterity                     	Qtde: 16
PALAVRA: diabolical                    	Qtde: 48
PALAVRA: dialect                       	Qtde: 16
PALAVRA: diary                         	Qtde: 64
PALAVRA: dictated                      	Qtde: 16
PALAVRA: did                           	Qtde: 1776
PALAVRA: didnt                         	Qtde: 96
PALAVRA: didsome                       	Qtde: 16
PALAVRA: die                           	Qtde: 16
PALAVRA: died                          	Qtde: 272
PALAVRA: differ                        	Qtde: 16
PALAVRA: difference                    	Qtde: 32
PALAVRA: differences                   	Qtde: 32
PALAVRA: different                     	Qtde: 32
PALAVRA: differenthad                  	Qtde: 16
PALAVRA: difficult                     	Qtde: 176
PALAVRA: difficulties                  	Qtde: 80
PALAVRA: difficulty                    	Qtde: 160
PALAVRA: dig                           	Qtde: 16
PALAVRA: dilapidated                   	Qtde: 16
PALAVRA: dim                           	Qtde: 64
PALAVRA: dime                          	Qtde: 16
PALAVRA: diminish                      	Qtde: 16
PALAVRA: dine                          	Qtde: 64
PALAVRA: dingy                         	Qtde: 16
PALAVRA: dininghall                    	Qtde: 16
PALAVRA: diningroom                    	Qtde: 80
PALAVRA: dinner                        	Qtde: 160
PALAVRA: dip                           	Qtde: 32
PALAVRA: direct                        	Qtde: 112
PALAVRA: directed                      	Qtde: 32
PALAVRA: direction                     	Qtde: 336
PALAVRA: directly                      	Qtde: 16
PALAVRA: directness                    	Qtde: 16
PALAVRA: director                      	Qtde: 16
PALAVRA: directory                     	Qtde: 32
PALAVRA: dirt                          	Qtde: 16
PALAVRA: disadvantage                  	Qtde: 16
PALAVRA: disappearance                 	Qtde: 16
PALAVRA: disappeared                   	Qtde: 80
PALAVRA: disappearing                  	Qtde: 16
PALAVRA: disappointed                  	Qtde: 16
PALAVRA: disappointment                	Qtde: 16
PALAVRA: disapprobation                	Qtde: 16
PALAVRA: disarmed                      	Qtde: 16
PALAVRA: disarranged                   	Qtde: 32
PALAVRA: disaster                      	Qtde: 32
PALAVRA: disastrous                    	Qtde: 16
PALAVRA: disc                          	Qtde: 16
PALAVRA: discern                       	Qtde: 48
PALAVRA: disclaim                      	Qtde: 16
PALAVRA: disclaimer                    	Qtde: 48
PALAVRA: disclaimers                   	Qtde: 16
PALAVRA: disclosing                    	Qtde: 16
PALAVRA: disconnected                  	Qtde: 16
PALAVRA: discontinue                   	Qtde: 16
PALAVRA: discouraged                   	Qtde: 16
PALAVRA: discover                      	Qtde: 80
PALAVRA: discovered                    	Qtde: 64
PALAVRA: discovery                     	Qtde: 64
PALAVRA: discreet                      	Qtde: 32
PALAVRA: discuss                       	Qtde: 32
PALAVRA: discussing                    	Qtde: 16
PALAVRA: discussion                    	Qtde: 32
PALAVRA: disease                       	Qtde: 48
PALAVRA: diseased                      	Qtde: 16
PALAVRA: disfavour                     	Qtde: 16
PALAVRA: disgrace                      	Qtde: 16
PALAVRA: disgraceful                   	Qtde: 16
PALAVRA: disguise                      	Qtde: 48
PALAVRA: disguised                     	Qtde: 32
PALAVRA: disheartened                  	Qtde: 16
PALAVRA: disk                          	Qtde: 16
PALAVRA: dismal                        	Qtde: 32
PALAVRA: dismay                        	Qtde: 16
PALAVRA: disordered                    	Qtde: 16
PALAVRA: dispatched                    	Qtde: 16
PALAVRA: displaces                     	Qtde: 16
PALAVRA: display                       	Qtde: 32
PALAVRA: displayed                     	Qtde: 16
PALAVRA: displaying                    	Qtde: 64
PALAVRA: displeasure                   	Qtde: 16
PALAVRA: dispose                       	Qtde: 16
PALAVRA: disposition                   	Qtde: 16
PALAVRA: dispossess                    	Qtde: 16
PALAVRA: disregard                     	Qtde: 16
PALAVRA: disrepute                     	Qtde: 16
PALAVRA: dissent                       	Qtde: 16
PALAVRA: dissuaded                     	Qtde: 16
PALAVRA: dissuading                    	Qtde: 16
PALAVRA: distance                      	Qtde: 224
PALAVRA: distant                       	Qtde: 160
PALAVRA: distasteful                   	Qtde: 16
PALAVRA: distinct                      	Qtde: 16
PALAVRA: distinction                   	Qtde: 16
PALAVRA: distinctive                   	Qtde: 16
PALAVRA: distinctly                    	Qtde: 32
PALAVRA: distinguish                   	Qtde: 32
PALAVRA: distinguished                 	Qtde: 16
PALAVRA: distortionso                  	Qtde: 16
PALAVRA: distracted                    	Qtde: 16
PALAVRA: distractions                  	Qtde: 16
PALAVRA: distrait                      	Qtde: 32
PALAVRA: distressed                    	Qtde: 16
PALAVRA: distribute                    	Qtde: 96
PALAVRA: distributed                   	Qtde: 64
PALAVRA: distributing                  	Qtde: 112
PALAVRA: distribution                  	Qtde: 96
PALAVRA: distributor                   	Qtde: 16
PALAVRA: district                      	Qtde: 64
PALAVRA: distrusted                    	Qtde: 16
PALAVRA: divided                       	Qtde: 32
PALAVRA: diving                        	Qtde: 16
PALAVRA: divorce                       	Qtde: 80
PALAVRA: do                            	Qtde: 3072
PALAVRA: doctor                        	Qtde: 80
PALAVRA: doctors                       	Qtde: 32
PALAVRA: doctrine                      	Qtde: 16
PALAVRA: document                      	Qtde: 48
PALAVRA: documents                     	Qtde: 16
PALAVRA: doddering                     	Qtde: 16
PALAVRA: does                          	Qtde: 448
PALAVRA: dog                           	Qtde: 272
PALAVRA: dogcart                       	Qtde: 32
PALAVRA: dogged                        	Qtde: 80
PALAVRA: dogging                       	Qtde: 16
PALAVRA: dogs                          	Qtde: 48
PALAVRA: doing                         	Qtde: 256
PALAVRA: doingbut                      	Qtde: 16
PALAVRA: dolichocephalic               	Qtde: 16
PALAVRA: dollars                       	Qtde: 32
PALAVRA: domain                        	Qtde: 128
PALAVRA: domestic                      	Qtde: 16
PALAVRA: dominate                      	Qtde: 16
PALAVRA: donate                        	Qtde: 48
PALAVRA: donation                      	Qtde: 16
PALAVRA: donations                     	Qtde: 256
PALAVRA: done                          	Qtde: 544
PALAVRA: donors                        	Qtde: 16
PALAVRA: dont                          	Qtde: 592
PALAVRA: doom                          	Qtde: 16
PALAVRA: door                          	Qtde: 576
PALAVRA: doors                         	Qtde: 16
PALAVRA: doorstep                      	Qtde: 16
PALAVRA: dot                           	Qtde: 16
PALAVRA: double                        	Qtde: 32
PALAVRA: doubled                       	Qtde: 16
PALAVRA: doubt                         	Qtde: 656
PALAVRA: doubts                        	Qtde: 16
PALAVRA: down                          	Qtde: 1776
PALAVRA: downloading                   	Qtde: 16
PALAVRA: downright                     	Qtde: 16
PALAVRA: downs                         	Qtde: 32
PALAVRA: downward                      	Qtde: 32
PALAVRA: doyle                         	Qtde: 64
PALAVRA: dr                            	Qtde: 1744
PALAVRA: drag                          	Qtde: 48
PALAVRA: dragged                       	Qtde: 32
PALAVRA: dramatic                      	Qtde: 16
PALAVRA: draped                        	Qtde: 16
PALAVRA: draw                          	Qtde: 48
PALAVRA: drawing                       	Qtde: 48
PALAVRA: drawn                         	Qtde: 80
PALAVRA: dreadful                      	Qtde: 144
PALAVRA: dreads                        	Qtde: 16
PALAVRA: dream                         	Qtde: 48
PALAVRA: dreamed                       	Qtde: 16
PALAVRA: dreamer                       	Qtde: 16
PALAVRA: dreary                        	Qtde: 32
PALAVRA: dress                         	Qtde: 48
PALAVRA: dressed                       	Qtde: 64
PALAVRA: dressinggown                  	Qtde: 48
PALAVRA: drew                          	Qtde: 160
PALAVRA: drift                         	Qtde: 32
PALAVRA: drifted                       	Qtde: 16
PALAVRA: drifting                      	Qtde: 32
PALAVRA: drifts                        	Qtde: 16
PALAVRA: drily                         	Qtde: 16
PALAVRA: drink                         	Qtde: 16
PALAVRA: drinkwith                     	Qtde: 16
PALAVRA: dripping                      	Qtde: 80
PALAVRA: drive                         	Qtde: 224
PALAVRA: driven                        	Qtde: 96
PALAVRA: driver                        	Qtde: 80
PALAVRA: driving                       	Qtde: 176
PALAVRA: drivingwheel                  	Qtde: 16
PALAVRA: drizzle                       	Qtde: 16
PALAVRA: drop                          	Qtde: 16
PALAVRA: dropped                       	Qtde: 64
PALAVRA: drove                         	Qtde: 144
PALAVRA: drunken                       	Qtde: 48
PALAVRA: dry                           	Qtde: 96
PALAVRA: due                           	Qtde: 80
PALAVRA: dug                           	Qtde: 32
PALAVRA: dull                          	Qtde: 128
PALAVRA: dullless                      	Qtde: 16
PALAVRA: duly                          	Qtde: 16
PALAVRA: dupe                          	Qtde: 16
PALAVRA: during                        	Qtde: 240
PALAVRA: dusk                          	Qtde: 16
PALAVRA: dusky                         	Qtde: 16
PALAVRA: dusty                         	Qtde: 16
PALAVRA: duty                          	Qtde: 128
PALAVRA: dwell                         	Qtde: 16
PALAVRA: dwelling                      	Qtde: 16
PALAVRA: dwellings                     	Qtde: 16
PALAVRA: dwelt                         	Qtde: 16
PALAVRA: dying                         	Qtde: 16
PALAVRA: dyspnoea                      	Qtde: 16
PALAVRA: e                             	Qtde: 352
PALAVRA: each                          	Qtde: 208
PALAVRA: eager                         	Qtde: 112
PALAVRA: eagerly                       	Qtde: 80
PALAVRA: eagerness                     	Qtde: 48
PALAVRA: ear                           	Qtde: 16
PALAVRA: earlier                       	Qtde: 32
PALAVRA: early                         	Qtde: 128
PALAVRA: earn                          	Qtde: 16
PALAVRA: earned                        	Qtde: 16
PALAVRA: earnest                       	Qtde: 48
PALAVRA: earnestly                     	Qtde: 32
PALAVRA: earnestness                   	Qtde: 48
PALAVRA: ears                          	Qtde: 128
PALAVRA: earth                         	Qtde: 192
PALAVRA: ease                          	Qtde: 16
PALAVRA: easier                        	Qtde: 16
PALAVRA: easily                        	Qtde: 144
PALAVRA: east                          	Qtde: 16
PALAVRA: easy                          	Qtde: 112
PALAVRA: eat                           	Qtde: 16
PALAVRA: eaves                         	Qtde: 32
PALAVRA: ebony                         	Qtde: 16
PALAVRA: ebook                         	Qtde: 144
PALAVRA: ebooks                        	Qtde: 112
PALAVRA: ecart                         	Qtde: 16
PALAVRA: eccentric                     	Qtde: 16
PALAVRA: echoed                        	Qtde: 16
PALAVRA: edge                          	Qtde: 80
PALAVRA: edison                        	Qtde: 16
PALAVRA: edition                       	Qtde: 16
PALAVRA: editions                      	Qtde: 64
PALAVRA: educated                      	Qtde: 64
PALAVRA: education                     	Qtde: 16
PALAVRA: educational                   	Qtde: 16
PALAVRA: efface                        	Qtde: 16
PALAVRA: effect                        	Qtde: 96
PALAVRA: effective                     	Qtde: 48
PALAVRA: effigy                        	Qtde: 48
PALAVRA: effort                        	Qtde: 112
PALAVRA: efforts                       	Qtde: 64
PALAVRA: eh                            	Qtde: 32
PALAVRA: eight                         	Qtde: 16
PALAVRA: eighteenth                    	Qtde: 16
PALAVRA: ein                           	Qtde: 16
PALAVRA: either                        	Qtde: 304
PALAVRA: elaborate                     	Qtde: 32
PALAVRA: elbow                         	Qtde: 16
PALAVRA: elder                         	Qtde: 32
PALAVRA: elderly                       	Qtde: 80
PALAVRA: elect                         	Qtde: 16
PALAVRA: election                      	Qtde: 16
PALAVRA: electric                      	Qtde: 16
PALAVRA: electronic                    	Qtde: 432
PALAVRA: electronically                	Qtde: 32
PALAVRA: elegance                      	Qtde: 16
PALAVRA: elegant                       	Qtde: 32
PALAVRA: elementary                    	Qtde: 32
PALAVRA: eleven                        	Qtde: 16
PALAVRA: elicited                      	Qtde: 16
PALAVRA: eligible                      	Qtde: 16
PALAVRA: eliminate                     	Qtde: 16
PALAVRA: eliza                         	Qtde: 16
PALAVRA: elizabeth                     	Qtde: 16
PALAVRA: elizabethan                   	Qtde: 16
PALAVRA: else                          	Qtde: 240
PALAVRA: elucidate                     	Qtde: 16
PALAVRA: email                         	Qtde: 64
PALAVRA: embarrassed                   	Qtde: 16
PALAVRA: emerged                       	Qtde: 32
PALAVRA: emergencies                   	Qtde: 32
PALAVRA: emergency                     	Qtde: 16
PALAVRA: emerges                       	Qtde: 16
PALAVRA: emotion                       	Qtde: 96
PALAVRA: emotional                     	Qtde: 16
PALAVRA: emotions                      	Qtde: 16
PALAVRA: employ                        	Qtde: 48
PALAVRA: employed                      	Qtde: 16
PALAVRA: employee                      	Qtde: 16
PALAVRA: employees                     	Qtde: 32
PALAVRA: employment                    	Qtde: 16
PALAVRA: emptied                       	Qtde: 16
PALAVRA: empty                         	Qtde: 128
PALAVRA: enable                        	Qtde: 32
PALAVRA: enabled                       	Qtde: 32
PALAVRA: enables                       	Qtde: 16
PALAVRA: encouraged                    	Qtde: 32
PALAVRA: encouraging                   	Qtde: 32
PALAVRA: end                           	Qtde: 576
PALAVRA: endangered                    	Qtde: 16
PALAVRA: endeavour                     	Qtde: 32
PALAVRA: endeavoured                   	Qtde: 16
PALAVRA: endeavouring                  	Qtde: 16
PALAVRA: ended                         	Qtde: 96
PALAVRA: ends                          	Qtde: 32
PALAVRA: endure                        	Qtde: 16
PALAVRA: enemy                         	Qtde: 64
PALAVRA: enemyit                       	Qtde: 16
PALAVRA: energetic                     	Qtde: 16
PALAVRA: energies                      	Qtde: 32
PALAVRA: energy                        	Qtde: 48
PALAVRA: engage                        	Qtde: 16
PALAVRA: engaged                       	Qtde: 64
PALAVRA: england                       	Qtde: 192
PALAVRA: englandslim                   	Qtde: 16
PALAVRA: english                       	Qtde: 48
PALAVRA: engraved                      	Qtde: 16
PALAVRA: enormous                      	Qtde: 48
PALAVRA: enormously                    	Qtde: 16
PALAVRA: enough                        	Qtde: 336
PALAVRA: ensuring                      	Qtde: 16
PALAVRA: entailed                      	Qtde: 16
PALAVRA: entangle                      	Qtde: 16
PALAVRA: entangled                     	Qtde: 16
PALAVRA: enter                         	Qtde: 16
PALAVRA: entered                       	Qtde: 112
PALAVRA: enthusiasm                    	Qtde: 32
PALAVRA: enthusiast                    	Qtde: 32
PALAVRA: entirely                      	Qtde: 240
PALAVRA: entitled                      	Qtde: 32
PALAVRA: entity                        	Qtde: 48
PALAVRA: entomology                    	Qtde: 32
PALAVRA: entrance                      	Qtde: 16
PALAVRA: envelope                      	Qtde: 32
PALAVRA: epidemic                      	Qtde: 16
PALAVRA: episode                       	Qtde: 16
PALAVRA: episodes                      	Qtde: 16
PALAVRA: equally                       	Qtde: 48
PALAVRA: equestrian                    	Qtde: 16
PALAVRA: equipment                     	Qtde: 48
PALAVRA: equipped                      	Qtde: 16
PALAVRA: equivocal                     	Qtde: 16
PALAVRA: ere                           	Qtde: 16
PALAVRA: errand                        	Qtde: 64
PALAVRA: erroneous                     	Qtde: 32
PALAVRA: errors                        	Qtde: 16
PALAVRA: escape                        	Qtde: 112
PALAVRA: escaped                       	Qtde: 208
PALAVRA: especially                    	Qtde: 96
PALAVRA: esquimau                      	Qtde: 32
PALAVRA: essay                         	Qtde: 16
PALAVRA: essential                     	Qtde: 64
PALAVRA: establish                     	Qtde: 64
PALAVRA: established                   	Qtde: 64
PALAVRA: establishing                  	Qtde: 32
PALAVRA: estate                        	Qtde: 144
PALAVRA: etext                         	Qtde: 48
PALAVRA: europe                        	Qtde: 16
PALAVRA: even                          	Qtde: 480
PALAVRA: evening                       	Qtde: 448
PALAVRA: event                         	Qtde: 96
PALAVRA: events                        	Qtde: 176
PALAVRA: eventually                    	Qtde: 48
PALAVRA: ever                          	Qtde: 624
PALAVRA: every                         	Qtde: 576
PALAVRA: everybody                     	Qtde: 16
PALAVRA: everyone                      	Qtde: 32
PALAVRA: everything                    	Qtde: 160
PALAVRA: everywhere                    	Qtde: 32
PALAVRA: evidence                      	Qtde: 240
PALAVRA: evident                       	Qtde: 192
PALAVRA: evidently                     	Qtde: 208
PALAVRA: evil                          	Qtde: 256
PALAVRA: exact                         	Qtde: 48
PALAVRA: exactdr                       	Qtde: 16
PALAVRA: exactly                       	Qtde: 432
PALAVRA: exaggerate                    	Qtde: 16
PALAVRA: exalted                       	Qtde: 48
PALAVRA: examination                   	Qtde: 48
PALAVRA: examine                       	Qtde: 112
PALAVRA: examined                      	Qtde: 112
PALAVRA: examining                     	Qtde: 32
PALAVRA: example                       	Qtde: 176
PALAVRA: excavating                    	Qtde: 16
PALAVRA: exceedingly                   	Qtde: 160
PALAVRA: exceeds                       	Qtde: 16
PALAVRA: excel                         	Qtde: 16
PALAVRA: excellent                     	Qtde: 144
PALAVRA: except                        	Qtde: 160
PALAVRA: exception                     	Qtde: 16
PALAVRA: excite                        	Qtde: 16
PALAVRA: excited                       	Qtde: 16
PALAVRA: excitement                    	Qtde: 80
PALAVRA: excitements                   	Qtde: 16
PALAVRA: exciting                      	Qtde: 16
PALAVRA: exclamation                   	Qtde: 64
PALAVRA: exclusion                     	Qtde: 16
PALAVRA: excursion                     	Qtde: 48
PALAVRA: excuse                        	Qtde: 128
PALAVRA: executive                     	Qtde: 16
PALAVRA: executor                      	Qtde: 16
PALAVRA: exempt                        	Qtde: 32
PALAVRA: exercise                      	Qtde: 16
PALAVRA: exercised                     	Qtde: 16
PALAVRA: exertions                     	Qtde: 32
PALAVRA: exhaust                       	Qtde: 16
PALAVRA: exhaustion                    	Qtde: 48
PALAVRA: exhibitions                   	Qtde: 16
PALAVRA: existed                       	Qtde: 16
PALAVRA: existence                     	Qtde: 48
PALAVRA: exists                        	Qtde: 32
PALAVRA: exit                          	Qtde: 16
PALAVRA: exotic                        	Qtde: 16
PALAVRA: expanse                       	Qtde: 96
PALAVRA: expect                        	Qtde: 112
PALAVRA: expectation                   	Qtde: 32
PALAVRA: expected                      	Qtde: 80
PALAVRA: expecting                     	Qtde: 80
PALAVRA: expedient                     	Qtde: 32
PALAVRA: expedition                    	Qtde: 32
PALAVRA: expeditions                   	Qtde: 16
PALAVRA: expend                        	Qtde: 16
PALAVRA: expense                       	Qtde: 48
PALAVRA: expenses                      	Qtde: 64
PALAVRA: experience                    	Qtde: 128
PALAVRA: experienced                   	Qtde: 16
PALAVRA: experiences                   	Qtde: 16
PALAVRA: expert                        	Qtde: 96
PALAVRA: explain                       	Qtde: 160
PALAVRA: explained                     	Qtde: 80
PALAVRA: explanation                   	Qtde: 224
PALAVRA: explanations                  	Qtde: 48
PALAVRA: explanatory                   	Qtde: 16
PALAVRA: exploit                       	Qtde: 16
PALAVRA: explore                       	Qtde: 32
PALAVRA: exporting                     	Qtde: 16
PALAVRA: exposed                       	Qtde: 48
PALAVRA: exposure                      	Qtde: 16
PALAVRA: express                       	Qtde: 96
PALAVRA: expressed                     	Qtde: 32
PALAVRA: expression                    	Qtde: 176
PALAVRA: expressive                    	Qtde: 32
PALAVRA: expressly                     	Qtde: 16
PALAVRA: exquisite                     	Qtde: 16
PALAVRA: extended                      	Qtde: 16
PALAVRA: extends                       	Qtde: 16
PALAVRA: extensive                     	Qtde: 16
PALAVRA: extent                        	Qtde: 64
PALAVRA: extinct                       	Qtde: 16
PALAVRA: extinctin                     	Qtde: 16
PALAVRA: extra                         	Qtde: 16
PALAVRA: extract                       	Qtde: 64
PALAVRA: extracted                     	Qtde: 16
PALAVRA: extracts                      	Qtde: 16
PALAVRA: extraordinarily               	Qtde: 16
PALAVRA: extraordinary                 	Qtde: 128
PALAVRA: extreme                       	Qtde: 32
PALAVRA: extremity                     	Qtde: 16
PALAVRA: extricated                    	Qtde: 16
PALAVRA: exultant                      	Qtde: 16
PALAVRA: exultation                    	Qtde: 32
PALAVRA: eye                           	Qtde: 112
PALAVRA: eyebrows                      	Qtde: 48
PALAVRA: eyelids                       	Qtde: 16
PALAVRA: eyes                          	Qtde: 1104
PALAVRA: eyeseyes                      	Qtde: 16
PALAVRA: f                             	Qtde: 176
PALAVRA: face                          	Qtde: 1232
PALAVRA: faced                         	Qtde: 48
PALAVRA: faces                         	Qtde: 80
PALAVRA: facial                        	Qtde: 32
PALAVRA: facility                      	Qtde: 16
PALAVRA: facing                        	Qtde: 16
PALAVRA: fact                          	Qtde: 224
PALAVRA: factor                        	Qtde: 48
PALAVRA: factors                       	Qtde: 16
PALAVRA: facts                         	Qtde: 368
PALAVRA: faculties                     	Qtde: 16
PALAVRA: faded                         	Qtde: 48
PALAVRA: fading                        	Qtde: 16
PALAVRA: fail                          	Qtde: 32
PALAVRA: failed                        	Qtde: 16
PALAVRA: faint                         	Qtde: 64
PALAVRA: fainted                       	Qtde: 32
PALAVRA: fair                          	Qtde: 32
PALAVRA: fairbanks                     	Qtde: 16
PALAVRA: fairly                        	Qtde: 96
PALAVRA: fairy                         	Qtde: 16
PALAVRA: faith                         	Qtde: 32
PALAVRA: faithful                      	Qtde: 16
PALAVRA: fall                          	Qtde: 80
PALAVRA: fallacies                     	Qtde: 16
PALAVRA: fallen                        	Qtde: 144
PALAVRA: falling                       	Qtde: 96
PALAVRA: false                         	Qtde: 128
PALAVRA: familiar                      	Qtde: 16
PALAVRA: families                      	Qtde: 16
PALAVRA: family                        	Qtde: 592
PALAVRA: famous                        	Qtde: 48
PALAVRA: fancies                       	Qtde: 16
PALAVRA: fancy                         	Qtde: 96
PALAVRA: fangs                         	Qtde: 32
PALAVRA: fantastic                     	Qtde: 80
PALAVRA: far                           	Qtde: 688
PALAVRA: fare                          	Qtde: 48
PALAVRA: farm                          	Qtde: 48
PALAVRA: farmer                        	Qtde: 16
PALAVRA: farmers                       	Qtde: 64
PALAVRA: farmhouse                     	Qtde: 16
PALAVRA: farmhouses                    	Qtde: 16
PALAVRA: farming                       	Qtde: 16
PALAVRA: farrier                       	Qtde: 16
PALAVRA: farther                       	Qtde: 128
PALAVRA: farthest                      	Qtde: 32
PALAVRA: fascinating                   	Qtde: 16
PALAVRA: fascination                   	Qtde: 32
PALAVRA: fashion                       	Qtde: 80
PALAVRA: fashioned                     	Qtde: 16
PALAVRA: fast                          	Qtde: 16
PALAVRA: fastened                      	Qtde: 32
PALAVRA: fatal                         	Qtde: 64
PALAVRA: fate                          	Qtde: 80
PALAVRA: fates                         	Qtde: 16
PALAVRA: father                        	Qtde: 144
PALAVRA: fathers                       	Qtde: 80
PALAVRA: fathomed                      	Qtde: 16
PALAVRA: fatigue                       	Qtde: 16
PALAVRA: fault                         	Qtde: 16
PALAVRA: favour                        	Qtde: 80
PALAVRA: favourite                     	Qtde: 48
PALAVRA: fear                          	Qtde: 416
PALAVRA: feared                        	Qtde: 48
PALAVRA: fearing                       	Qtde: 16
PALAVRA: fears                         	Qtde: 128
PALAVRA: features                      	Qtde: 144
PALAVRA: february                      	Qtde: 16
PALAVRA: fed                           	Qtde: 16
PALAVRA: federal                       	Qtde: 32
PALAVRA: fee                           	Qtde: 128
PALAVRA: feeble                        	Qtde: 16
PALAVRA: feel                          	Qtde: 240
PALAVRA: feeling                       	Qtde: 96
PALAVRA: feelings                      	Qtde: 112
PALAVRA: fees                          	Qtde: 64
PALAVRA: feet                          	Qtde: 272
PALAVRA: fell                          	Qtde: 192
PALAVRA: fellow                        	Qtde: 528
PALAVRA: fellows                       	Qtde: 16
PALAVRA: felony                        	Qtde: 16
PALAVRA: felt                          	Qtde: 160
PALAVRA: fence                         	Qtde: 16
PALAVRA: ferns                         	Qtde: 32
PALAVRA: fernworthy                    	Qtde: 48
PALAVRA: ferocity                      	Qtde: 16
PALAVRA: ferrule                       	Qtde: 16
PALAVRA: fertile                       	Qtde: 32
PALAVRA: fever                         	Qtde: 32
PALAVRA: feverish                      	Qtde: 16
PALAVRA: few                           	Qtde: 560
PALAVRA: fidelity                      	Qtde: 16
PALAVRA: field                         	Qtde: 32
PALAVRA: fields                        	Qtde: 32
PALAVRA: fiend                         	Qtde: 48
PALAVRA: fiendish                      	Qtde: 16
PALAVRA: fiends                        	Qtde: 16
PALAVRA: fierce                        	Qtde: 32
PALAVRA: fiercely                      	Qtde: 16
PALAVRA: fiery                         	Qtde: 48
PALAVRA: fifty                         	Qtde: 48
PALAVRA: fight                         	Qtde: 32
PALAVRA: fighting                      	Qtde: 16
PALAVRA: fights                        	Qtde: 16
PALAVRA: figure                        	Qtde: 256
PALAVRA: figures                       	Qtde: 16
PALAVRA: file                          	Qtde: 32
PALAVRA: files                         	Qtde: 32
PALAVRA: fill                          	Qtde: 16
PALAVRA: filled                        	Qtde: 48
PALAVRA: fills                         	Qtde: 48
PALAVRA: final                         	Qtde: 32
PALAVRA: finally                       	Qtde: 96
PALAVRA: financial                     	Qtde: 16
PALAVRA: find                          	Qtde: 688
PALAVRA: finding                       	Qtde: 128
PALAVRA: finds                         	Qtde: 48
PALAVRA: fine                          	Qtde: 112
PALAVRA: finely                        	Qtde: 16
PALAVRA: finesse                       	Qtde: 16
PALAVRA: finger                        	Qtde: 16
PALAVRA: fingers                       	Qtde: 128
PALAVRA: fingertips                    	Qtde: 32
PALAVRA: finished                      	Qtde: 48
PALAVRA: fir                           	Qtde: 16
PALAVRA: fire                          	Qtde: 112
PALAVRA: fired                         	Qtde: 16
PALAVRA: fireplace                     	Qtde: 16
PALAVRA: fires                         	Qtde: 32
PALAVRA: firm                          	Qtde: 64
PALAVRA: firmer                        	Qtde: 16
PALAVRA: firmset                       	Qtde: 16
PALAVRA: firs                          	Qtde: 16
PALAVRA: first                         	Qtde: 896
PALAVRA: firstclass                    	Qtde: 32
PALAVRA: fissure                       	Qtde: 16
PALAVRA: fist                          	Qtde: 16
PALAVRA: fit                           	Qtde: 16
PALAVRA: fitness                       	Qtde: 16
PALAVRA: fits                          	Qtde: 48
PALAVRA: fitted                        	Qtde: 16
PALAVRA: fitting                       	Qtde: 16
PALAVRA: five                          	Qtde: 208
PALAVRA: fivefortylestrade             	Qtde: 16
PALAVRA: fivepound                     	Qtde: 16
PALAVRA: fix                           	Qtde: 48
PALAVRA: fixed                         	Qtde: 96
PALAVRA: fixedly                       	Qtde: 16
PALAVRA: fixing                        	Qtde: 32
PALAVRA: fixture                       	Qtde: 32
